itemNumber	string	score
1427	environmental physiology, stress physiology	12
1428	smell	12
1429	lactococcus lactis	12
1430	rangelands	12
1431	pigmeat	12
1432	microbial ecology	12
1433	eating	12
1434	air quality	12
1435	agricultural education	12
1436	pot plants	12
1437	plant nutrition physiology	12
1438	synecology	12
1439	land policy	12
1440	flocculation	12
1441	sesquiterpenoids	12
1442	sesquiterpenes	12
1443	historical geography	12
1444	plant biochemistry, phytochemistry	12
1445	meals	12
1446	germplasm	12
1447	toxins	12
1448	chrysomelidae	12
1449	polders	12
1450	blood disorders	12
1451	public administration (general)	12
1452	evolution and phylogeny	12
1453	innovation studies (general)	12
1454	prices	12
1455	global warming	12
1456	relations between people and state	12
1457	cell wall components	12
1458	heat stress	12
1459	tortricidae	12
1460	seedbed preparation	12
1461	vaccine development	12
1462	wildlife conservation and management	12
1463	cattle feeding	12
1464	computer assisted instruction	12
1465	milk composition	12
1466	growth rate	12
1467	biophysics (general)	12
1468	crop sciences (general)	12
1469	plant-herbivore interactions	12
1470	greenhouse gases	12
1471	host pathogen interactions	12
1472	nutrigenomics	12
1473	sustainable agriculture	12
1474	crops (general)	12
1475	climate adaptation	12
1476	agriculture in south america	12
1477	soil taxonomy	12
1478	sub-department of environmental technology	12
1479	forest and nature conservation policy	12
1480	liver	11
1481	cardiac resynchronization therapy	11
1482	pulmonary embolism	11
1483	lipoproteins	11
1484	internet	11
1485	adenovirus	11
1486	linguistics	11
1487	political economy	11
1488	single nucleotide polymorphism	11
1489	antigen presentation	11
1490	p53	11
1491	coronary artery disease	11
1492	computed tomography	11
1493	islam	11
1494	representation	11
1495	tuberculosis	11
1496	biomechanics	11
1497	kidney	11
1498	pain	11
1499	translation	11
1500	cultural landscape	11
1501	graphene	11
1502	adolescents	11
1503	feminism	11
1504	self-regulation	11
1505	international cooperation	11
1506	salmonella	11
1507	architecture	11
1508	protoplanetary disks	11
1509	dna methylation	11
1510	domestication	11
1511	suspensions	11
1512	cognitive development	11
1513	microsatellites	11
1514	ethnobotany	11
1515	decentralization	11
1516	polyploidy	11
1517	drugs	11
1518	germany	11
1519	risk management	11
1520	impact	11
1521	nigeria	11
1522	time	11
1523	malaysia	11
1524	biotransformation	11
1525	catabolism	11
1526	motivation	11
1527	neurology	11
1528	senegal	11
1529	recombination	11
1530	folic acid	11
1531	tea	11
1532	energy metabolism	11
1533	transport processes	11
1534	hydrobiology	11
1535	farm results	11
1536	polycyclic hydrocarbons	11
1537	contamination	11
1538	flavours	11
1539	structure activity relationships	11
1540	aquatic environment	11
1541	forest trees	11
1542	carcinoma	11
1543	epidemiological surveys	11
1544	pieris brassicae	11
1545	immunogenetics	11
1546	social welfare	11
1547	poaceae	11
1548	plant reproduction	11
1549	seed quality	11
1550	keeping quality	11
1551	in vitro culture	11
1552	meteorological observations	11
1553	soya protein	11
1554	clay minerals	11
1555	cost benefit analysis	11
1556	sexual reproduction	11
1557	reproduction and fertility	11
1558	management studies, business administration, organizational science (general)	11
1559	muridae	11
1560	plant proteins	11
1561	marketing channels	11
1562	elderly nutrition	11
1563	runoff	11
1564	tuberculariaceae	11
1565	influences	11
1566	vigna unguiculata	11
1567	nutrient balance	11
1568	soil fungi	11
1569	dietary protein	11
1570	potassium	11
1571	field experimentation	11
1572	soil solution	11
1573	microbial physiology	11
1574	enzymology	11
1575	optics	11
1576	salinization	11
1577	biotechnology (general)	11
1578	chemical speciation	11
1579	circulation	11
1580	social classes	11
1581	sociography	11
1582	woman's status	11
1583	geography	11
1584	men	11
1585	abnormal behaviour	11
1586	races	11
1587	diffusion of information	11
1588	marine environment	11
1589	medicine (general)	11
1590	lilium	11
1591	south america	11
1592	verticillium dahliae	11
1593	hydraulic engineering	11
1594	cotton	11
1595	inbreeding	11
1596	bayesian theory	11
1597	soil temperature	11
1598	pathogens	11
1599	rwanda	11
1600	biological production	11
1601	tetranychus urticae	11
1602	movement	11
1603	vegetation types	11
1604	waste management	11
1605	natural enemies	11
1606	broiler performance	11
1607	professional competence	11
1608	oreochromis niloticus	11
1609	aquatic organisms	11
1610	north sea	11
1611	poultry farming	11
1612	ingredients	11
1613	raw milk	11
1614	mosquito-borne diseases	11
1615	self assembly	11
1616	herbivore induced plant volatiles	11
1617	landscape planning	11
1618	metastasis	10
1619	restenosis	10
1620	t cells	10
1621	rectal cancer	10
1622	conversion	10
1623	memory	10
1624	signaling	10
1625	dendritic cells	10
1626	safety	10
1627	biography	10
1628	language contact	10
1629	electrophysiology	10
1630	schistosomiasis	10
1631	cultural history	10
1632	cell cycle	10
1633	biomarker	10
1634	heterogeneity	10
1635	hybridization	10
1636	nutrient intake	10
1637	heart rate	10
1638	gold	10
1639	nationalism	10
1640	dark matter	10
1641	galaxy evolution	10
1642	silver	10
1643	kinases	10
1644	machine learning	10
1645	commodities	10
1646	sugarcane	10
1647	physics	10
1648	teaching	10
1649	diptera	10
1650	media	10
1651	blood	10
1652	vaccine	10
1653	economic growth	10
1654	democracy	10
1655	rabbits	10
1656	school children	10
1657	species richness	10
1658	microfluidics	10
1659	social networks	10
1660	secretion	10
1661	aquatic communities	10
1662	market competition	10
1663	leisure	10
1664	parasites	10
1665	glucose	10
1666	spinach	10
1667	central africa	10
1668	rodents	10
1669	working conditions	10
1670	microarrays	10
1671	radar	10
1672	floodplains	10
1673	xenobiotics	10
1674	industrial wastes	10
1675	seedlings	10
1676	fish ponds	10
1677	seed potatoes	10
1678	animal viruses	10
1679	proteinases	10
1680	products	10
1681	optical properties	10
1682	water flow	10
1683	benthos	10
1684	cost effectiveness analysis	10
1685	vegetable growing	10
1686	economic botany	10
1687	mildews	10
1688	work flow	10
1689	metals	10
1690	agricultural marketing	10
1691	agricultural products	10
1692	process control	10
1693	child nutrition	10
1694	aquaculture production systems	10
1695	populations	10
1696	vegetation management	10
1697	genetic resistance	10
1698	electricity	10
1699	shrimp culture	10
1700	gene banks	10
1701	crop quality	10
1702	capparales	10
1703	water balance	10
1704	nutrient uptake	10
1705	ecology of tropical forests	10
1706	fresh water	10
1707	pesticide residues	10
1708	toxicity of pesticides	10
1709	minicomputers	10
1710	microcomputers	10
1711	acid soils	10
1712	acid sulfate soils	10
1713	larvae	10
1714	heat transfer	10
1715	history (general)	10
1716	chloroplasts	10
1717	systems	10
1718	crop growth stage	10
1719	air	10
1720	meteorological factors	10
1721	diterpenoids	10
1722	acaricides	10
1723	liliaceae	10
1724	mixing	10
1725	biomass conversion	10
1726	arid zones	10
1727	herbicides	10
1728	nutrient reserves	10
1729	phenology	10
1730	agribusiness	10
1731	cocoa	10
1732	chromosome maps	10
1733	viscosity	10
1734	education (general)	10
1735	induced resistance	10
1736	surface tension	10
1737	amino acid sequences	10
1738	photochemistry and photophysics	10
1739	pheromones	10
1740	embryo culture	10
1741	sweet peppers	10
1742	cucumis sativus	10
1743	cucumbers	10
1744	world	10
1745	plant organs	10
1746	rain forests	10
1747	fish stocks	10
1748	thyroid hormones	10
1749	glycine max	10
1750	excretion	10
1751	community involvement	10
1752	landscape conservation	10
1753	usa	10
1754	life cycle	10
1755	weaning	10
1756	highlands	10
1757	fishery biology	10
1758	patterns	10
1759	local population	10
1760	musa	10
1761	flavour	10
1762	disturbance	10
1763	aroma	10
1764	phytoplankton	10
1765	phenolic compounds	10
1766	agro-biodiversity	10
1767	terrestrial ecology	10
1768	agricultural production systems	10
1769	aeolian sands	10
1770	fuel crops	10
1771	coatings	10
1772	oil crops	10
1773	metabolic disorders	10
1774	multitrophic interactions	10
1775	municipal wastewater	10
1776	carbon cycle	10
1777	geology (general)	10
1778	photobioreactors	10
1779	groups	10
1780	laboratory of molecular biology	10
1781	knowledge technology and innovation	10
1782	parenting	9
1783	syria	9
1784	pathology	9
1785	historical linguistics	9
1786	replication	9
1787	coevolution	9
1788	coagulation	9
1789	dynamic programming	9
1790	superconductivity	9
1791	fluorescence microscopy	9
1792	arable land	9
1793	international law	9
1794	genotyping	9
1795	parkinson's disease	9
1796	wild plants	9
1797	legislation	9
1798	land reform	9
1799	zeeland	9
1800	national parks	9
1801	insecta	9
1802	autonomic nervous system	9
1803	multivariate data analysis	9
1804	mozambique	9
1805	proteasome	9
1806	invertebrates	9
1807	cognitive control	9
1808	supramolecular chemistry	9
1809	number theory	9
1810	political parties	9
1811	biosensors	9
1812	time series	9
1813	community participation	9
1814	life cycle assessment	9
1815	medicine	9
1816	nanoparticles	9
1817	natural products	9
1818	transformation	9
1819	social relations	9
1820	cytochrome p-450	9
1821	elisa	9
1822	utrecht	9
1823	drug development	9
1824	frankliniella occidentalis	9
1825	parthenogenesis	9
1826	knowledge transfer	9
1827	mechanics	9
1828	malnutrition	9
1829	isolation	9
1830	image analysis	9
1831	portugal	9
1832	australia	9
1833	predation	9
1834	teaching methods	9
1835	glycosidases	9
1836	molecules	9
1837	ph	9
1838	antibiotic resistance	9
1839	liquid crystals	9
1840	immunocytochemistry	9
1841	interdisciplinary research	9
1842	supply	9
1843	energy requirements	9
1844	cereal products	9
1845	fragaria	9
1846	epidemiology of plant pests and diseases	9
1847	heating	9
1848	contaminants	9
1849	soil water content	9
1850	mineral supplements	9
1851	medicago truncatula	9
1852	medicinal plants	9
1853	foaming	9
1854	regions	9
1855	bioassays	9
1856	ozone	9
1857	forestry practices	9
1858	human nutrition research	9
1859	anaemia	9
1860	aquaculture breeding, reproduction and genetics	9
1861	schizophora	9
1862	muscidae	9
1863	water harvesting	9
1864	automatic control	9
1865	persistent organic pollutants	9
1866	carboxylic acids	9
1867	thermophilic bacteria	9
1868	loci	9
1869	public authorities	9
1870	ions	9
1871	biometry	9
1872	tropical grasslands	9
1873	secondary metabolites	9
1874	energy sources	9
1875	abscisic acid	9
1876	growth analysis	9
1877	byproducts	9
1878	weed science (general)	9
1879	composting	9
1880	lolium perenne	9
1881	tobacco smoking	9
1882	alcohol intake	9
1883	irrigated farming	9
1884	water erosion	9
1885	wood	9
1886	deterioration	9
1887	medicago	9
1888	thermal conductivity	9
1889	goats	9
1890	farm and captive animals (general)	9
1891	manure treatment	9
1892	animal testing alternatives	9
1893	drenthe	9
1894	shifting cultivation	9
1895	growth stages	9
1896	geochemistry	9
1897	disinfection	9
1898	biological competition	9
1899	molluscicides	9
1900	social interaction	9
1901	cyperales (cyperaceae, poaceae)	9
1902	population density	9
1903	spores	9
1904	liliales	9
1905	forecasting	9
1906	food technology	9
1907	food packaging	9
1908	aromatic compounds	9
1909	chlorinated hydrocarbons	9
1910	benzene	9
1911	flevoland	9
1912	recreation	9
1913	salt tolerance	9
1914	aluminium	9
1915	farm planning	9
1916	environmental legislation	9
1917	fungicides, bactericides	9
1918	elaeis guineensis	9
1919	pleiotropy	9
1920	rumen fermentation	9
1921	rumen digestion	9
1922	sulfate reducing bacteria	9
1923	animal housing, management and care	9
1924	pseudomonadaceae	9
1925	folk culture	9
1926	volatilization	9
1927	pig housing	9
1928	ornamental bulbs	9
1929	transpiration	9
1930	household income	9
1931	subtropics	9
1932	viscoelasticity	9
1933	protein synthesis	9
1934	land development (general)	9
1935	mycosphaerella graminicola	9
1936	communication processes	9
1937	regional development	9
1938	technology transfer	9
1939	agriculture in indonesia	9
1940	fishing	9
1941	diseases, pests and disorders of plants (general)	9
1942	watershed management	9
1943	regulations	9
1944	marine areas	9
1945	marine fisheries	9
1946	fibres	9
1947	reproductive performance	9
1948	baculoviridae	9
1949	land development	9
1950	energy intake	9
1951	parasitic plants	9
1952	saline water	9
1953	peasant farming	9
1954	novel foods	9
1955	soil plant relationships	9
1956	taxonomic revisions	9
1957	small intestine	9
1958	viral diseases	9
1959	soilborne pathogens	9
1960	vesicular arbuscular mycorrhizas	9
1961	human immunodeficiency viruses	9
1962	cows	9
1963	brassica oleracea	9
1964	bioinformatics (general)	9
1965	marker assisted breeding	9
1966	adaptation physiology	9
1967	soil ecology	9
1968	genetic effects	9
1969	development economics group	9
1970	primary care	8
1971	modernity	8
1972	minor histocompatibility antigens	8
1973	compliance	8
1974	transposition	8
1975	resources	8
1976	exercise	8
1977	phosphorylation	8
1978	tectona grandis	8
1979	democratization	8
1980	development policy	8
1981	cannabinoids	8
1982	sporulation	8
1983	ruthenium	8
1984	child development	8
1985	interferometry	8
1986	microscopy	8
1987	dopamine	8
1988	morality	8
1989	language	8
1990	glucocorticoid receptor	8
1991	life history	8
1992	personality	8
1993	differentiation	8
1994	validity	8
1995	hypothalamus	8
1996	necrosis	8
1997	integrins	8
1998	glycoproteins	8
1999	effectiveness	8
2000	land rights	8
2001	autoimmunity	8
2002	caenorhabditis elegans	8
2003	landscape archaeology	8
2004	semantics	8
2005	geese	8
2006	tone	8
2007	middle ages	8
2008	star formation	8
2009	molecular markers	8
2010	selectivity	8
2011	instruments	8
2012	illness perceptions	8
2013	morphogenesis	8
2014	refugees	8
2015	biopolymers	8
2016	practice	8
2017	ubiquitin	8
2018	calibration	8
2019	galaxy formation	8
2020	friction	8
2021	phytochrome	8
2022	astronomy	8
2023	circadian rhythm	8
2024	atrial fibrillation	8
2025	urbanization	8
2026	sex	8
2027	legitimacy	8
2028	reconstruction	8
2029	glycosylation	8
2030	platelets	8
2031	mental health	8
2032	spices	8
2033	markers	8
2034	teacher education	8
2035	social policy	8
2036	thrips	8
2037	thrombosis	8
2038	urban society	8
2039	osteosarcoma	8
2040	microbial diversity	8
2041	transfer	8
2042	osteoporosis	8
2043	reaction mechanism	8
